0.029976426	-0.0884352	-0.0096303355	0.02249434	-0.036352865	0.060560737	0.060552835	-0.008354699	-0.014843394	0.008945688	0.02114794	0.0072629885	-0.061801214	-0.015614647	-0.0101959165	-0.09640032
0.07645658	-0.14745827	-0.13175927	-0.086936295	-0.032374524	0.09806078	0.08630323	-0.08453108	-0.090689674	-0.026659358	-0.017987711	0.0651835	-0.025503622	-0.099053696	0.09957626	-0.018225934
0.19816732	-0.20624582	-0.15865293	-0.09837589	-0.07775279	0.12170397	0.13775086	-0.059445877	-0.17690088	-0.04933505	-0.07279066	0.07707652	0.027858736	-0.08519434	0.17008883	-0.0962645
-0.43810168	0.53251505	0.4250745	0.33093396	0.4168468	-0.41754234	-0.43043342	0.25079328	0.51693285	0.15578936	-0.30324832	-0.23623179	-0.23594466	0.37098882	-0.4714289	-0.25464973
-0.026084842	-0.032744877	0.000803118	0.034462545	0.043118253	-0.03358264	0.01118708	-0.0046830373	0.0746967	-0.0015929806	-0.27135378	0.0060619954	-0.047954313	-0.03119545	-0.07767914	-0.062738605
0.08170159	-0.05625096	-0.04571741	-0.036043406	-0.09621995	0.024320036	0.022097701	-0.087552495	-0.06149034	-0.03714422	-0.18248914	0.04926101	0.072542846	-0.05956632	0.09204436	0.07871108
-0.47581038	0.46504685	0.39466864	0.29880542	0.4400922	-0.43079433	-0.42825916	0.29637516	0.4696864	0.18847111	-0.4032229	-0.21905102	-0.26441914	0.39619282	-0.43580484	-0.27110904
0.08272938	-0.04483907	-0.05124425	-0.0007617089	-0.07366737	0.055396825	-0.0006796311	-0.06674404	-0.07210291	-0.09380275	-0.23835583	0.013209312	0.012766216	-0.053596526	0.044906076	-0.07330152
-0.40178752	0.4063783	0.354613	0.23639245	0.3419584	-0.40920568	-0.41046083	0.25451672	0.3966944	0.16337484	-0.33648473	-0.20462763	-0.20625864	0.28349242	-0.37353724	-0.26797456
0.004238405	0.02245344	0.038956966	0.05214171	-0.014223621	-0.03580381	-0.03783816	0.03856809	-0.05295098	0.007150584	0.11033845	0.00069024175	-0.029033303	0.008347628	0.019171227	0.032699768
-0.39971995	0.44923162	0.420933	0.35273144	0.3853998	-0.36460766	-0.394085	0.31432542	0.5115885	0.20380853	-0.4387563	-0.28036788	-0.25299722	0.40922776	-0.4820191	-0.29354447
0.12976357	-0.079374656	-0.10544877	-0.003611944	-0.0896253	0.11583671	0.1286495	-0.08797529	-0.13174981	0.041347396	0.11721383	0.08237323	0.050798576	-0.09557419	0.10589486	0.038298924
-0.23848508	0.20221178	0.20307449	0.190282	0.14402148	-0.21943033	-0.18434347	0.08507067	0.3101134	0.08785542	-0.14614876	-0.07919592	-0.10072141	0.21625052	-0.3031246	-0.04151469
0.34492907	-0.33919492	-0.37470752	-0.25675556	-0.3003383	0.3214915	0.36042976	-0.21220602	-0.3344072	-0.21391612	-0.0068656816	0.17615213	0.12846096	-0.29827636	0.38618538	0.06638386
0.039627206	-0.016658818	-0.041688092	-0.036831878	-0.010693117	0.03071037	-0.018777287	-0.012325041	-0.0058179726	0.015044858	0.019058736	-0.02259482	0.0430773	-0.036100857	0.0131490845	0.00041111576
0.036231652	-0.0116194375	-0.04202488	-0.028376052	0.014399546	0.009394778	-0.01905302	0.062821805	-0.012482698	0.019163001	-0.12231702	-0.0007085057	0.0018521457	0.0195572	-0.03164579	-0.021855433
